cluster_id,R_id,smart,dE,raw_fwd,raw_bwd,adj_fwd,adj_bwd,note
32,38187,[N:1]([C:2](=[S:5])[c:6]1[cH:7][cH:9][cH:10][cH:11][cH:8]1)([H:3])[H:4].[O:12]=[C:13]1[c:14]2[cH:16][c:18]([Br:19])[cH:20][cH:21][c:17]2[CH2:22][CH2:23][C:15]1([Br:24])[H:25]>>[H:3][O:12][H:25].[H:4][Br:24].[n:1]1[c:2](-[c:6]2[cH:7][cH:9][cH:10][cH:11][cH:8]2)[s:5][c:15]2[c:13]1-[c:14]1[cH:16][c:18]([Br:19])[cH:20][cH:21][c:17]1[CH2:22][CH2:23]2,,,,,,Calc Error
32,19713,[CH3:1][CH2:2][O:3][P:4](=[O:5])([CH2:6][C:8]([N:9]([H:11])[H:12])=[N:10][O:13][C:14](=[O:15])[c:16]1[cH:17][cH:19][cH:20][c:21]([Cl:22])[cH:18]1)[O:7][CH2:23][CH3:24]>>[CH3:1][CH2:2][O:3][P:4](=[O:5])([CH2:6][c:8]1[n:9][c:14](-[c:16]2[cH:17][cH:19][cH:20][c:21]([Cl:22])[cH:18]2)[o:13][n:10]1)[O:7][CH2:23][CH3:24].[H:11][O:15][H:12],-9.32,99.86,173.49,99.86,109.18,Success
32,28119,[CH3:1][O:2][c:3]1[cH:4][c:6]2[c:7]([NH:9][C:11]([N:12]([H:14])[H:15])=[S:13])[cH:10][n:16][c:17]([CH2:18][NH:19][C:20](=[O:21])[O:22][C:23]([CH3:24])([CH3:25])[CH3:26])[c:8]2[cH:27][c:5]1[O:28][CH3:29].[CH3:30][CH2:31][O:32][C:33](=[O:34])[C:35](=[O:36])[CH:37]([Br:38])[H:39]>>[CH3:1][O:2][c:3]1[cH:4][c:6]2[c:7]([NH:9][c:11]3[n:12][c:35]([C:33]([O:32][CH2:31][CH3:30])=[O:34])[cH:37][s:13]3)[cH:10][n:16][c:17]([CH2:18][NH:19][C:20](=[O:21])[O:22][C:23]([CH3:24])([CH3:25])[CH3:26])[c:8]2[cH:27][c:5]1[O:28][CH3:29].[H:14][O:36][H:39].[H:15][Br:38],,,,,,Calc Error
32,33456,[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][c:7]([C:8]([N:10]([H:12])[H:13])=[S:11])[cH:9][cH:14][c:6]1[OH:15].[O:16]=[C:17]1[CH2:18][CH2:20][CH2:21][CH2:22][C:19]1([Cl:23])[H:24]>>[CH3:1][CH2:2][CH2:3][c:4]1[cH:5][c:7](-[c:8]2[n:10][c:17]3[c:19]([s:11]2)[CH2:22][CH2:21][CH2:20][CH2:18]3)[cH:9][cH:14][c:6]1[OH:15].[H:12][O:16][H:24].[H:13][Cl:23],0.00,12.16,0.00,12.16,12.16,Success
32,2475,[C:1]([c:2]1[cH:5][c:7]([C:8]([F:10])([F:11])[F:12])[cH:9][c:13]([C:14]([F:15])([F:16])[F:17])[cH:6]1)(=[N:3][O:18][H:19])[H:4].[O:20].[OH:21][CH2:22][C:23]#[CH:24]>>[H:4][O:20][H:19].[c:1]1(-[c:2]2[cH:5][c:7]([C:8]([F:10])([F:11])[F:12])[cH:9][c:13]([C:14]([F:15])([F:16])[F:17])[cH:6]2)[n:3][o:18][c:23]([CH2:22][OH:21])[cH:24]1,-58.02,24.80,68.16,24.80,82.82,Success
32,21574,[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:10][cH:11][c:12]([CH:13]2[CH2:14][CH2:16][N:17]([CH2:18][CH2:20][CH2:21][C:22]([C:23](=[O:26])[c:27]3[cH:28][cH:30][c:31]([I:32])[cH:33][cH:29]3)([H:24])[H:25])[CH2:19][CH2:15]2)[cH:9]1.[NH2:34][NH:35][c:36]1[c:37]([H:39])[cH:40][c:41]([O:42][C:44]([F:45])([F:46])[F:47])[cH:43][cH:38]1>>[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:10][cH:11][c:12]([CH:13]2[CH2:14][CH2:16][N:17]([CH2:18][CH2:20][CH2:21][c:22]3[c:23](-[c:27]4[cH:28][cH:30][c:31]([I:32])[cH:33][cH:29]4)[nH:35][c:36]4[c:37]3[cH:40][c:41]([O:42][C:44]([F:45])([F:46])[F:47])[cH:43][cH:38]4)[CH2:19][CH2:15]2)[cH:9]1.[H:24][O:26][H:25].[NH2:34][H:39],-39.71,0.00,0.00,0.00,39.71,Success
32,37875,[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:10][cH:11][c:12]([CH:13]2[CH2:14][CH2:16][N:17]([CH2:18][CH2:20][CH2:21][C:22]([C:23](=[O:26])[c:27]3[cH:28][cH:30][c:31]([Cl:32])[cH:33][cH:29]3)([H:24])[H:25])[CH2:19][CH2:15]2)[cH:9]1.[NH2:34][NH:35][c:36]1[c:37]([H:39])[cH:40][c:41]([O:42][C:44]([F:45])([F:46])[F:47])[cH:43][cH:38]1>>[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:10][cH:11][c:12]([CH:13]2[CH2:14][CH2:16][N:17]([CH2:18][CH2:20][CH2:21][c:22]3[c:23](-[c:27]4[cH:28][cH:30][c:31]([Cl:32])[cH:33][cH:29]4)[nH:35][c:36]4[c:37]3[cH:40][c:41]([O:42][C:44]([F:45])([F:46])[F:47])[cH:43][cH:38]4)[CH2:19][CH2:15]2)[cH:9]1.[H:24][O:26][H:25].[NH2:34][H:39],-56.21,136.68,137.70,136.68,192.89,Success
32,49521,[CH3:1][C:2]([N:3]([H:5])[H:6])=[S:4].[CH3:7][CH2:8][O:9][C:10](=[O:11])[C:12]([Br:13])([C:14](=[O:16])[c:17]1[cH:18][cH:20][c:21]([CH3:22])[cH:23][cH:19]1)[H:15]>>[CH3:1][c:2]1[n:3][c:14](-[c:17]2[cH:18][cH:20][c:21]([CH3:22])[cH:23][cH:19]2)[c:12]([C:10]([O:9][CH2:8][CH3:7])=[O:11])[s:4]1.[H:5][Br:13].[H:6][O:16][H:15],34.35,22.74,20.72,55.07,20.72,Success
32,770,[NH:1]([N:2]([H:4])[H:5])[H:3].[O:6]=[C:7]([CH:8]([C:10](=[O:12])[C:13]([F:14])([F:15])[F:16])[H:11])[c:9]1[cH:17][cH:19][c:20]([Br:21])[cH:22][cH:18]1>>[H:3][O:6][H:4].[H:5][O:12][H:11].[nH:1]1[n:2][c:10]([C:13]([F:14])([F:15])[F:16])[cH:8][c:7]1-[c:9]1[cH:17][cH:19][c:20]([Br:21])[cH:22][cH:18]1,-66.75,82.90,91.90,82.90,149.65,Success
32,5406,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[C:8]1([H:9])[CH2:10][CH2:12][c:13]2[c:14]([cH:16][n:17][n:15]2[C:18]([c:19]2[cH:22][cH:24][cH:25][cH:26][cH:23]2)([c:20]2[cH:27][cH:29][cH:30][cH:31][cH:28]2)[c:21]2[cH:32][cH:34][cH:35][cH:36][cH:33]2)[C:11]1=[O:37].[N:38]([N:39]([CH2:42][CH2:44][OH:45])[H:43])([H:40])[H:41]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[c:8]2[c:11]([n:39]([CH2:42][CH2:44][OH:45])[n:38]1)-[c:14]1[c:13]([n:15]([C:18]([c:19]3[cH:22][cH:24][cH:25][cH:26][cH:23]3)([c:20]3[cH:27][cH:29][cH:30][cH:31][cH:28]3)[c:21]3[cH:32][cH:34][cH:35][cH:36][cH:33]3)[n:17][cH:16]1)[CH2:12][CH2:10]2.[O:37]([H:40])[H:43].[O:7]([H:9])[H:41],-48.48,0.00,0.00,0.00,48.48,Success
32,6186,[CH3:1][C:2](=[CH:3][CH:5]=[O:6])[H:4].[O:7].[c:8]1([H:9])[cH:10][cH:12][cH:13][c:14]([Cl:15])[c:11]1[N:16]([H:17])[H:18]>>[CH3:1][c:2]1[cH:3][cH:5][c:8]2[cH:10][cH:12][cH:13][c:14]([Cl:15])[c:11]2[n:16]1.[H:4][O:7][H:9].[O:6]([H:17])[H:18],,,,,,Calc Error
32,36983,[CH3:1][O:2][C:3](=[O:4])[C:5](=[O:6])[N:7]([c:8]1[cH:10][cH:12][cH:13][cH:14][cH:11]1)[c:9]1[cH:15][c:17]([Cl:18])[cH:19][cH:20][c:16]1[C:21](=[O:22])[C:23]([CH2:24][c:27]1[cH:28][cH:30][c:31]([S:32](=[O:34])(=[O:35])[NH:36][CH2:37][CH:38]([OH:39])[CH2:40][OH:41])[cH:33][cH:29]1)([H:25])[H:26]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:7](-[c:8]2[cH:10][cH:12][cH:13][cH:14][cH:11]2)[c:9]2[cH:15][c:17]([Cl:18])[cH:19][cH:20][c:16]2[c:21](=[O:22])[c:23]1[CH2:24][c:27]1[cH:28][cH:30][c:31]([S:32](=[O:34])(=[O:35])[NH:36][CH2:37][CH:38]([OH:39])[CH2:40][OH:41])[cH:33][cH:29]1.[O:6]([H:25])[H:26],-2.43,0.00,0.00,0.00,2.43,Success
32,28394,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[CH:8]([Br:9])[H:10].[N:11]([C:12](=[S:15])[N:16]1[CH2:17][CH2:19][O:20][CH2:21][CH2:18]1)([H:13])[H:14]>>[Br:9][H:14].[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:8][s:15][c:12]([N:16]2[CH2:17][CH2:19][O:20][CH2:21][CH2:18]2)[n:11]1.[O:7]([H:10])[H:13],-105.19,21.26,32.89,21.26,126.45,Success
32,19766,[CH3:1][C:2]1([CH3:3])[O:4][C:6]([CH3:7])([CH3:8])[C:9]([Br:10])([H:11])[C:5]1=[O:12].[N:13]([C:14]([NH2:17])=[S:18])([H:15])[H:16]>>[Br:10][H:16].[CH3:1][C:2]1([CH3:3])[O:4][C:6]([CH3:7])([CH3:8])[c:9]2[c:5]1[n:13][c:14]([NH2:17])[s:18]2.[H:11][O:12][H:15],32.23,28.50,86.64,118.87,86.64,Success
32,17203,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[O:7])[CH:8]([C:9]([CH3:11])=[O:12])[H:10].[N:13]([N:14]([c:17]1[c:19]([Cl:21])[cH:22][cH:23][cH:24][c:20]1[Cl:25])[H:18])([H:15])[H:16]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:8][c:9]([CH3:11])[n:14](-[c:17]2[c:19]([Cl:21])[cH:22][cH:23][cH:24][c:20]2[Cl:25])[n:13]1.[O:12]([H:15])[H:18].[O:7]([H:10])[H:16],-34.84,17.66,25.82,17.66,52.50,Success
32,42038,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6]([C:7]([CH3:10])=[O:11])([C:8]([CH3:12])=[O:13])[H:9].[N:14]([N:15]([CH:18]1[CH2:20][CH2:22][CH2:23][CH2:24][CH2:21]1)[H:19])([H:16])[H:17]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[c:7]([CH3:10])[n:14][n:15]([CH:18]2[CH2:20][CH2:22][CH2:23][CH2:24][CH2:21]2)[c:8]1[CH3:12].[H:9][O:11][H:16].[O:13]([H:17])[H:19],36.38,69.06,67.00,103.38,67.00,Success
32,17727,[CH3:1][S:2](=[O:3])(=[O:4])[O:5][CH:6]1[CH2:7][CH:9]([C:10](=[O:12])[CH:13]([Br:14])[H:15])[N:11]([C:16](=[O:17])[O:18][CH2:19][c:20]2[cH:21][cH:23][c:24]([N+:25](=[O:27])[O-:28])[cH:26][cH:22]2)[CH2:8]1.[NH2:29][C:30]([N:31]([H:33])[H:34])=[S:32]>>[Br:14][H:33].[CH3:1][S:2](=[O:3])(=[O:4])[O:5][CH:6]1[CH2:7][CH:9]([c:10]2[cH:13][s:32][c:30]([NH2:29])[n:31]2)[N:11]([C:16](=[O:17])[O:18][CH2:19][c:20]2[cH:21][cH:23][c:24]([N+:25](=[O:27])[O-:28])[cH:26][cH:22]2)[CH2:8]1.[O:12]([H:15])[H:34],21.74,58.01,80.78,102.52,80.78,Success
32,31684,[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:10][cH:11][c:12]([CH:13]2[CH2:14][CH2:16][N:17]([CH2:18][CH2:20][CH2:21][C:22]([C:23](=[O:26])[c:27]3[cH:28][cH:30][cH:31][cH:32][cH:29]3)([H:24])[H:25])[CH2:19][CH2:15]2)[cH:9]1.[CH3:33][O:34][c:35]1[cH:36][cH:38][c:39]([NH:40][NH2:42])[c:41]([H:43])[cH:37]1>>[CH3:1][CH:2]([CH3:3])[C:4](=[O:5])[NH:6][c:7]1[cH:8][cH:10][cH:11][c:12]([CH:13]2[CH2:14][CH2:16][N:17]([CH2:18][CH2:20][CH2:21][c:22]3[c:23](-[c:27]4[cH:28][cH:30][cH:31][cH:32][cH:29]4)[nH:40][c:39]4[cH:38][cH:36][c:35]([O:34][CH3:33])[cH:37][c:41]34)[CH2:19][CH2:15]2)[cH:9]1.[H:24][O:26][H:25].[NH2:42][H:43],-38.48,0.00,0.00,0.00,38.48,Success
32,24270,[CH3:1][CH2:2][c:3]1[cH:4][cH:6][c:7]([CH:8]2[CH2:10][CH:12]([C:13]([N:15]([H:17])[H:18])=[S:16])[CH2:14][N:19]([C:20](=[O:21])[N:22]3[CH2:23][CH2:25][O:26][CH2:27][CH2:24]3)[CH2:11]2)[cH:9][cH:5]1.[CH3:28][CH2:29][O:30][C:31](=[O:32])[C:33](=[O:34])[CH:35]([Br:36])[H:37]>>[CH3:1][CH2:2][c:3]1[cH:4][cH:6][c:7]([CH:8]2[CH2:10][CH:12]([c:13]3[n:15][c:33]([C:31]([O:30][CH2:29][CH3:28])=[O:32])[cH:35][s:16]3)[CH2:14][N:19]([C:20](=[O:21])[N:22]3[CH2:23][CH2:25][O:26][CH2:27][CH2:24]3)[CH2:11]2)[cH:9][cH:5]1.[H:17][O:34][H:37].[H:18][Br:36],-35.45,0.00,0.00,0.00,35.45,Success
32,20813,[N:1]([C:2](=[S:5])[NH:6][c:7]1[cH:8][cH:10][cH:11][c:12]([F:13])[cH:9]1)([H:3])[H:4].[O:14]=[C:15]([CH:16]([Br:18])[H:19])[c:17]1[cH:20][cH:22][c:23]([Br:24])[cH:25][cH:21]1>>[H:3][Br:18].[H:4][O:14][H:19].[n:1]1[c:2]([NH:6][c:7]2[cH:8][cH:10][cH:11][c:12]([F:13])[cH:9]2)[s:5][cH:16][c:15]1-[c:17]1[cH:20][cH:22][c:23]([Br:24])[cH:25][cH:21]1,-16.70,0.00,43.30,0.00,16.70,Success
32,14082,[CH3:14][CH2:15][O:16][C:17](=[O:18])[C:19](=[O:20])[CH:21]([Br:22])[H:23].[CH3:1][c:2]1[cH:3][cH:5][c:6]([NH:7][C:9]([N:10]([H:12])[H:13])=[S:11])[n:8][cH:4]1>>[CH3:1][c:2]1[cH:3][cH:5][c:6]([NH:7][c:9]2[n:10][c:19]([C:17]([O:16][CH2:15][CH3:14])=[O:18])[cH:21][s:11]2)[n:8][cH:4]1.[H:12][O:20][H:23].[H:13][Br:22],-22.99,0.00,30.86,0.00,22.99,Success
32,206,[Mg:1][c:2]1[cH:3][cH:5][cH:6][cH:7][c:4]1[Cl:8].[O:29]([H:30])[H:31].[O:9]=[C:10]([CH2:11][CH:13]1[CH2:14][CH2:16][N:17]([CH2:18][CH:20]2[CH2:21][CH2:22]2)[CH2:19][CH2:15]1)[c:12]1[cH:23][cH:25][c:26]([F:27])[cH:28][cH:24]1>>[Mg:1][O:29][Cl:8].[c:2]1([C:10]([O:9][H:30])([CH2:11][CH:13]2[CH2:14][CH2:16][N:17]([CH2:18][CH:20]3[CH2:21][CH2:22]3)[CH2:19][CH2:15]2)[c:12]2[cH:23][cH:25][c:26]([F:27])[cH:28][cH:24]2)[cH:3][cH:5][cH:6][cH:7][c:4]1[H:31],-129.86,40.22,39.70,40.22,170.08,Success
32,48922,[CH3:1][CH2:2][O:3][c:4]1[n:5][n:7][c:8](-[c:9]2[cH:10][c:12]([C:13](=[O:15])[N:16]3[CH2:17][CH2:19][CH:20]([c:21]4[cH:23][cH:25][c:26]([C:27]([N:29]([H:31])[H:32])=[O:30])[cH:28][cH:24]4)[CH2:22][CH2:18]3)[c:14]([CH2:33][CH3:35])[cH:34][c:11]2[CH2:36][CH3:37])[nH:6]1>>[CH3:1][CH2:2][O:3][c:4]1[n:5][n:7][c:8](-[c:9]2[cH:10][c:12]([C:13](=[O:15])[N:16]3[CH2:17][CH2:19][CH:20]([c:21]4[cH:23][cH:25][c:26]([C:27]#[N:29])[cH:28][cH:24]4)[CH2:22][CH2:18]3)[c:14]([CH2:33][CH3:35])[cH:34][c:11]2[CH2:36][CH3:37])[nH:6]1.[O:30]([H:31])[H:32],33.92,0.00,0.00,33.92,0.00,Success
32,17063,[CH3:1][CH2:2][CH2:3][C:4](=[O:5])[CH:6]([Br:7])[H:8].[CH3:9][CH2:10][n:11]1[c:12]([C:14](=[O:16])[N:17]([CH:18]2[CH2:20][CH2:21]2)[CH:19]2[CH2:22][CH2:23]2)[cH:15][c:24]2[c:13]1[n:33][c:29]([NH:32][C:34]([N:35]([H:37])[H:38])=[S:36])[c:26]1[c:25]2[n:27]([CH3:31])[cH:30][n:28]1>>[Br:7][H:37].[CH3:1][CH2:2][CH2:3][c:4]1[cH:6][s:36][c:34]([NH:32][c:29]2[c:26]3[c:25]([c:24]4[c:13]([n:11]([CH2:10][CH3:9])[c:12]([C:14](=[O:16])[N:17]([CH:18]5[CH2:20][CH2:21]5)[CH:19]5[CH2:22][CH2:23]5)[cH:15]4)[n:33]2)[n:27]([CH3:31])[cH:30][n:28]3)[n:35]1.[O:5]([H:8])[H:38],,,,,,Calc Error
32,21376,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][C:7](=[O:8])[CH:9]([Cl:10])[H:11].[N:12]([C:13](=[S:16])[NH:17][c:18]1[cH:19][cH:21][c:22]([Cl:23])[c:24]([C:25]([F:26])([F:27])[F:28])[cH:20]1)([H:14])[H:15]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][c:7]1[cH:9][s:16][c:13]([NH:17][c:18]2[cH:19][cH:21][c:22]([Cl:23])[c:24]([C:25]([F:26])([F:27])[F:28])[cH:20]2)[n:12]1.[Cl:10][H:15].[O:8]([H:11])[H:14],19.77,30.56,54.24,74.01,54.24,Success
32,23813,[CH3:1][C:2]([CH3:3])([CH3:4])[C:5](=[O:6])[C:7]([Br:8])([C:9]#[N:11])[H:10].[N:12]([C:13]([NH2:16])=[S:17])([H:14])[H:15]>>[Br:8][H:14].[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[c:7]([C:9]#[N:11])[s:17][c:13]([NH2:16])[n:12]1.[O:6]([H:10])[H:15],41.60,18.01,20.80,62.40,20.80,Success
32,7371,[CH3:1][c:2]1[cH:3][cH:5][cH:6][c:7]([NH:8][C:9]([N:10]([H:12])[H:13])=[S:11])[n:4]1.[O:14]=[C:15]([CH:16]([Br:18])[H:19])[c:17]1[cH:20][cH:22][c:23]([Br:24])[cH:25][cH:21]1>>[CH3:1][c:2]1[cH:3][cH:5][cH:6][c:7]([NH:8][c:9]2[n:10][c:15](-[c:17]3[cH:20][cH:22][c:23]([Br:24])[cH:25][cH:21]3)[cH:16][s:11]2)[n:4]1.[H:12][Br:18].[H:13][O:14][H:19],-22.01,0.00,0.00,0.00,22.01,Success
32,39613,[CH3:1][O:2][c:3]1[cH:4][cH:6][c:7]([C:8]([N:10]([H:12])[H:13])=[C:11]([C:14](=[S:16])[NH2:17])[CH3:15])[cH:9][cH:5]1.[O:18]>>[CH3:1][O:2][c:3]1[cH:4][cH:6][c:7](-[c:8]2[n:10][s:16][c:14]([NH2:17])[c:11]2[CH3:15])[cH:9][cH:5]1.[H:12][O:18][H:13],0.00,0.00,12.49,0.00,0.00,Success
